k,theta,eyevectorX,eyevectorY,eyevectorZ,truthvectorX,truthvectorY,truthvectorZ
2,2.740741,0.009875948,0.4759791,0.8794011,0.1804401,9.932385,20.65075
2,2.752926,0.01030716,0.47617,0.8792928,0.180068,9.932419,20.64939
2,2.785161,0.01116559,0.4766304,0.8790329,0.1798239,9.932429,20.64856
2,2.862181,0.01290984,0.4776829,0.8784375,0.1796689,9.932403,20.64804
2,2.858965,0.01295533,0.4776442,0.8784578,0.179436,9.93243,20.64703
2,2.893335,0.01316016,0.4781753,0.8781658,0.1790972,9.932433,20.64567
2,2.890696,0.01318079,0.4781457,0.8781816,0.1789034,9.932458,20.6449
2,2.887918,0.01316558,0.4781155,0.8781983,0.1787174,9.932446,20.64417
2,2.872967,0.01284113,0.4779187,0.8783103,0.1786807,9.932479,20.64421
2,2.859238,0.0127194,0.4777184,0.8784209,0.1786668,9.932505,20.64417
2,2.811185,0.01224896,0.4770108,0.8788121,0.1787848,9.932456,20.64469
2,2.810906,0.01171546,0.4770561,0.8787948,0.178668,9.932454,20.64422
2,2.848057,0.01304184,0.4775165,0.878526,0.1785976,9.932476,20.64406
2,2.939914,0.01396357,0.4788458,0.8777879,0.1784509,9.932461,20.6434
2,2.938849,0.01392079,0.4788325,0.8777959,0.1784337,9.932496,20.64349
2,2.941379,0.01375317,0.4788966,0.8777636,0.1783331,9.932504,20.64321
2,2.959757,0.01362082,0.4792009,0.8775995,0.178179,9.932475,20.64263
2,2.975851,0.01366216,0.4794472,0.8774644,0.1781152,9.932466,20.64239
2,2.95936,0.01333065,0.4792257,0.8775905,0.1781312,9.932487,20.64249
2,2.952738,0.01104468,0.4793015,0.8775808,0.1782911,9.932483,20.64303
2,3.101225,0.008745749,0.4816718,0.8763081,0.1782834,9.932519,20.64289
2,3.10072,0.008846363,0.4816598,0.8763137,0.1783333,9.932514,20.64303
2,3.042339,0.01050388,0.4807073,0.8768182,0.1783108,9.932508,20.64298
2,3.025951,0.01097868,0.4804322,0.8769631,0.1782596,9.93251,20.6428
2,3.001462,0.01148659,0.480026,0.877179,0.1782683,9.932503,20.64276
2,2.987275,0.01161909,0.4798001,0.8773009,0.1782312,9.932492,20.64266
2,2.841865,0.01302915,0.4774442,0.8785654,0.1782629,9.932495,20.64269
2,2.833311,0.01301348,0.4773196,0.8786334,0.1781632,9.932476,20.64234
2,2.832274,0.01324324,0.4772786,0.8786522,0.1780515,9.932456,20.64219
2,2.817931,0.01348392,0.4770323,0.8787823,0.1780626,9.932403,20.64213
2,2.806237,0.01355339,0.4768399,0.8788857,0.1781493,9.932423,20.64239
2,2.745165,0.01371293,0.4758695,0.879409,0.1783357,9.932442,20.64293
2,2.736237,0.01372805,0.4757304,0.879484,0.178293,9.932498,20.64309
2,2.736881,0.01376369,0.4757394,0.8794786,0.1781822,9.932472,20.64281
2,2.71887,0.01393204,0.4754426,0.8796364,0.178165,9.932465,20.64268
2,2.718222,0.01383951,0.4754371,0.8796408,0.1782542,9.932508,20.64314
2,2.654759,0.01392197,0.4744417,0.8801768,0.178407,9.93256,20.64352
2,2.655496,0.01407998,0.4744402,0.8801751,0.1783702,9.932679,20.6433
2,2.667925,0.01422064,0.4746221,0.8800749,0.1781768,9.932698,20.64288
2,2.680149,0.01433407,0.4747967,0.8799788,0.1782023,9.932694,20.64285
2,2.683142,0.01438901,0.474849,0.8799496,0.1779968,9.932718,20.64204
2,2.627412,0.01426514,0.4739962,0.8804113,0.1780497,9.932652,20.64218
2,2.625548,0.01425589,0.4739632,0.8804293,0.1780902,9.932639,20.64248
2,2.625026,0.01418105,0.4739679,0.8804279,0.1779691,9.932604,20.64217
2,2.628156,0.01420788,0.4740156,0.8804018,0.1779409,9.932579,20.64201
2,2.625474,0.01406276,0.4739997,0.8804127,0.1777682,9.932537,20.64148
2,2.620997,0.01416128,0.4739147,0.8804569,0.1777347,9.932486,20.64146
2,2.621146,0.01414389,0.4739242,0.8804521,0.1776706,9.932454,20.64106
2,2.627412,0.01416523,0.4740236,0.8803982,0.1776185,9.932376,20.64052
2,2.629794,0.01421193,0.4740536,0.8803813,0.1776946,9.932322,20.64061
2,2.626741,0.01473817,0.4739353,0.8804363,0.1777323,9.932315,20.64053
2,2.630538,0.01478615,0.4739906,0.8804057,0.1777134,9.932276,20.64018
2,2.638118,0.01546948,0.4740003,0.8803888,0.1778366,9.932173,20.64042
2,2.639898,0.01591352,0.4739566,0.8804044,0.1778564,9.93213,20.6403
2,2.638711,0.0163471,0.4738587,0.8804492,0.177975,9.932049,20.64062
2,2.634257,0.01679723,0.4737051,0.8805233,0.1779709,9.931905,20.64053
2,2.63158,0.0175714,0.4735111,0.8806126,0.1779531,9.931834,20.64048
2,2.626145,0.01806123,0.473323,0.8807038,0.1779214,9.931737,20.64044
2,2.62771,0.018138,0.4733233,0.880702,0.1779536,9.931679,20.6407
2,2.626592,0.01823713,0.4732906,0.8807176,0.1778413,9.931678,20.64039
2,2.621818,0.01827257,0.4731947,0.8807683,0.1779851,9.931614,20.64104
2,2.616736,0.01846879,0.4730608,0.8808362,0.1780793,9.931548,20.64157
2,2.614342,0.01851567,0.4730064,0.8808644,0.1781537,9.931536,20.64198
2,2.62152,0.01863237,0.4730896,0.8808173,0.178202,9.931516,20.64224
2,2.663519,0.01871566,0.47373,0.8804712,0.1782549,9.931565,20.64261
2,2.671078,0.01850712,0.473895,0.8803868,0.1782857,9.931755,20.64309
2,2.68533,0.01836756,0.4741476,0.8802538,0.1782936,9.931767,20.64327
2,2.674007,0.01855931,0.473924,0.8803701,0.1783026,9.931717,20.6434
2,2.694426,0.01855333,0.4742453,0.8801972,0.1783201,9.931689,20.64347
2,2.706603,0.01847454,0.4744486,0.8800893,0.1783719,9.931678,20.64384
2,2.704577,0.0181383,0.4744883,0.8800749,0.1783371,9.931655,20.64361
2,2.681391,0.0181093,0.4741257,0.880271,0.1784182,9.931597,20.64389
2,2.54745,0.01601211,0.4724286,0.8812235,0.1783309,9.93162,20.64339
2,2.549601,0.01601643,0.4724595,0.8812069,0.178353,9.931583,20.64347
2,2.555199,0.01677173,0.4724118,0.8812184,0.1784016,9.931578,20.64348
2,2.554203,0.01685109,0.4723807,0.8812335,0.1783875,9.931547,20.64333
2,2.575191,0.01682872,0.4727211,0.8810514,0.1783096,9.931551,20.64288
2,2.577242,0.01683024,0.4727516,0.881035,0.1783804,9.931574,20.64317
2,2.604064,0.01671123,0.4731919,0.8808008,0.1783803,9.931525,20.64315
2,2.583917,0.01674092,0.4728742,0.8809709,0.1783237,9.931522,20.64286
2,2.582174,0.0165757,0.472872,0.8809752,0.1784251,9.931542,20.64329
2,2.57671,0.01688065,0.4727305,0.8810454,0.1784289,9.931538,20.64335
2,2.583159,0.01688734,0.4728219,0.8809962,0.1785039,9.931523,20.64371
2,2.600077,0.0170282,0.4730758,0.8808572,0.1783901,9.93156,20.64298
2,2.606994,0.01703764,0.4731818,0.8808001,0.178413,9.931553,20.643
2,2.629794,0.01681553,0.4735839,0.8805882,0.1783479,9.93157,20.64272
2,2.634777,0.0166494,0.4736966,0.8805308,0.1783125,9.931562,20.64254
2,2.632621,0.01665701,0.4736596,0.8805505,0.1783558,9.931576,20.64265
2,2.635816,0.01690826,0.4736647,0.880543,0.1783606,9.93153,20.64253
2,2.632696,0.01682998,0.4736232,0.8805668,0.1784201,9.931533,20.64291
2,2.588609,0.01707512,0.4728859,0.8809582,0.1784522,9.931501,20.64282
2,2.575495,0.01696005,0.4727019,0.8810592,0.1783174,9.93154,20.64285
3,2.611195,0.3994806,0.3562441,0.8446925,10.17299,9.928851,20.64324
3,2.600755,0.399408,0.3564315,0.8446478,10.17295,9.928963,20.64367
3,2.576483,0.399389,0.3568401,0.8444843,10.17282,9.929049,20.64355
3,2.563,0.399405,0.3570637,0.8443821,10.17258,9.929127,20.6431
3,2.542836,0.3994522,0.3573772,0.8442272,10.17252,9.929234,20.64319
3,2.520104,0.3995011,0.3577333,0.8440533,10.17245,9.929314,20.64327
3,2.50866,0.3995345,0.3579101,0.8439624,10.17247,9.92936,20.6433
3,2.480098,0.3996722,0.3583335,0.8437175,10.17244,9.929336,20.64295
3,2.458219,0.3998021,0.3586596,0.8435174,10.17232,9.929318,20.6421
3,2.436305,0.3998656,0.3590061,0.8433398,10.17223,9.929372,20.64155
3,2.378416,0.3997506,0.360007,0.8429676,10.1721,9.929375,20.64045
3,2.335232,0.3995749,0.3608128,0.8427064,10.17177,9.929283,20.63792
3,2.287815,0.3991863,0.3617395,0.8424933,10.17165,9.929392,20.63746
3,2.24533,0.3990433,0.3625317,0.8422204,10.17131,9.929396,20.6349
3,2.182026,0.3986732,0.363736,0.8418764,10.17114,9.929442,20.63364
3,2.116924,0.3984346,0.3649203,0.8414767,10.17095,9.929518,20.63259
3,2.071599,0.3982935,0.3657475,0.8411844,10.17076,9.929529,20.63136
3,2.008376,0.3976953,0.3670913,0.8408819,10.17037,9.929519,20.62922
3,1.985048,0.3976699,0.3675091,0.8407114,10.17022,9.929526,20.62818
3,1.952142,0.3972797,0.3681939,0.8405963,10.17071,9.929332,20.63029
3,1.944507,0.3972736,0.3682892,0.8405574,10.17119,9.929159,20.63199
3,1.934821,0.3972025,0.3684893,0.8405033,10.17113,9.929105,20.63159
3,1.92996,0.3971565,0.3685252,0.8405093,10.17185,9.928862,20.63503
3,1.931683,0.3971209,0.3684824,0.8405449,10.17212,9.928751,20.63641
3,1.912132,0.3971833,0.3687176,0.8404123,10.17275,9.928678,20.63994
3,1.902281,0.3972807,0.3687839,0.8403372,10.17329,9.928623,20.64255
3,1.89651,0.3973444,0.3688308,0.8402865,10.17357,9.928582,20.6437
3,1.881176,0.3974087,0.3690264,0.8401701,10.17391,9.928547,20.64531
3,1.960046,0.3933558,0.3698746,0.8417031,10.17405,9.928491,20.64574
3,1.986723,0.3912906,0.3707391,0.8422851,10.17435,9.928421,20.64648
3,2.027386,0.3901015,0.3708255,0.8427985,10.17463,9.928432,20.64753
3,2.052712,0.3892424,0.3709857,0.8431251,10.17473,9.928364,20.64819
3,2.063363,0.3889178,0.3710242,0.843258,10.17504,9.928368,20.64892
3,2.095925,0.3881518,0.3710234,0.8436112,10.175,9.928365,20.64846
3,2.108958,0.3878707,0.3709882,0.843756,10.17516,9.928345,20.64908
3,2.130103,0.3873014,0.3710522,0.8439893,10.17513,9.928354,20.64897
3,2.140278,0.3867283,0.3713275,0.8441309,10.17521,9.928375,20.64936
3,2.136983,0.3865868,0.3715118,0.8441147,10.17526,9.928463,20.64957
3,2.131021,0.3863829,0.3717986,0.8440817,10.17534,9.928509,20.64985
3,2.115906,0.3863345,0.3721499,0.8439491,10.17516,9.928619,20.64926
3,2.108772,0.3862869,0.3723257,0.8438933,10.17525,9.928616,20.64963
3,2.100309,0.3861936,0.3725763,0.8438255,10.1753,9.928607,20.64966
3,2.098631,0.3861702,0.3726294,0.8438128,10.17536,9.928594,20.64968
3,2.090409,0.386083,0.3728743,0.8437445,10.17543,9.928621,20.64961
3,2.004279,0.3871868,0.3736019,0.8429164,10.17538,9.928721,20.64921
3,1.960145,0.3878221,0.3739129,0.8424863,10.17543,9.928756,20.64919
3,1.930365,0.3882585,0.3741208,0.8421929,10.17543,9.928853,20.64895
3,1.917753,0.3885432,0.3741641,0.8420424,10.17509,9.929031,20.64704
3,1.870325,0.3890812,0.3746313,0.8415862,10.17511,9.929096,20.64681
3,1.852874,0.3893976,0.3747018,0.8414084,10.17518,9.92911,20.64684
3,1.795587,0.3900241,0.3753004,0.8408513,10.1751,9.92944,20.64619
3,1.752453,0.3904967,0.3757564,0.8404282,10.17491,9.929517,20.6451
3,1.708919,0.3908722,0.3762839,0.8400174,10.17491,9.929733,20.64509
3,1.600467,0.3919692,0.3774543,0.8389806,10.17484,9.929876,20.64465
3,1.575325,0.3920684,0.3778673,0.8387483,10.1747,9.930104,20.64428
3,1.558465,0.3921107,0.3781683,0.8385928,10.17451,9.930318,20.64378
3,1.552173,0.3920728,0.3783311,0.8385372,10.1744,9.930488,20.64336
3,1.532762,0.3920906,0.3787046,0.8383602,10.1743,9.930663,20.64301
3,1.525724,0.3919626,0.3789777,0.8382967,10.17393,9.93078,20.64165
3,1.515299,0.3919236,0.3792286,0.8382013,10.17384,9.930904,20.64135
3,1.493052,0.3917429,0.3798435,0.8380074,10.17371,9.931045,20.64074
3,1.450909,0.3913855,0.3810426,0.83763,10.1736,9.931111,20.6402
3,1.447127,0.3911569,0.3813581,0.8375932,10.17353,9.931191,20.63973
3,1.440757,0.3911211,0.3815374,0.8375282,10.17347,9.931235,20.63929
3,1.424365,0.391131,0.381873,0.8373706,10.17343,9.93128,20.63907
3,1.398718,0.3912506,0.3822967,0.8371214,10.1734,9.931329,20.63878
3,1.382959,0.3913805,0.3824982,0.8369686,10.1734,9.931295,20.63873
3,1.368593,0.3914852,0.382686,0.8368338,10.17341,9.931252,20.63881
3,1.363866,0.3915693,0.3827023,0.8367869,10.17338,9.931253,20.63859
3,1.365587,0.3915765,0.3826636,0.8368014,10.17335,9.931256,20.63839
3,1.365014,0.3916341,0.3826163,0.836796,10.17337,9.931206,20.63837
3,1.350602,0.3919478,0.3826022,0.8366556,10.1734,9.931177,20.63817
3,1.334129,0.3924102,0.3824783,0.8364954,10.17349,9.931131,20.63816
3,1.325594,0.3926347,0.3824347,0.83641,10.17355,9.931119,20.63804
3,1.305363,0.3930908,0.382387,0.8362176,10.17392,9.931052,20.63888
3,1.281458,0.3935528,0.3824173,0.8359863,10.17437,9.930984,20.63986
3,1.26083,0.3938783,0.3825181,0.8357869,10.17451,9.930967,20.64034
3,1.251639,0.3940178,0.382571,0.835697,10.17461,9.930938,20.64041
3,1.230511,0.3943432,0.3826925,0.8354878,10.17484,9.930852,20.64069
3,1.220611,0.3945422,0.3827036,0.8353888,10.17494,9.930822,20.64071
3,1.216114,0.3946236,0.3827186,0.8353435,10.17505,9.93083,20.64083
3,1.202847,0.394713,0.3828971,0.8352195,10.17511,9.93084,20.64081
3,1.18366,0.3947812,0.3832148,0.8350415,10.17521,9.930821,20.64095
3,1.179354,0.3948052,0.3832711,0.8350043,10.1753,9.930782,20.64109
3,1.169858,0.3948853,0.3833927,0.8349106,10.17535,9.930765,20.64102
3,1.166675,0.3949021,0.3834397,0.8348811,10.17539,9.930755,20.64107
3,1.159609,0.3948455,0.383633,0.834819,10.17542,9.930737,20.64111
3,1.156399,0.3947997,0.383738,0.8347924,10.17544,9.930754,20.64112
3,1.147565,0.3946334,0.3840707,0.834718,10.17545,9.930761,20.64112
3,1.146713,0.3945468,0.3841552,0.8347201,10.17545,9.930736,20.64165
3,1.146542,0.3941784,0.3845213,0.8347256,10.17561,9.930709,20.64219
3,1.148929,0.3937004,0.3849489,0.8347541,10.17566,9.930669,20.64263
3,1.14141,0.393467,0.3853505,0.8346788,10.17586,9.930616,20.64343
3,1.15216,0.3931869,0.3854139,0.8347815,10.17596,9.930605,20.64426
3,1.150631,0.393105,0.3855325,0.8347654,10.17581,9.930641,20.64412
3,1.137116,0.3929884,0.3859634,0.8346211,10.17592,9.930648,20.64482
3,1.131596,0.3928753,0.3862208,0.8345553,10.17602,9.930644,20.64505
3,1.120299,0.3927854,0.3866017,0.8344212,10.17566,9.930675,20.64435
3,1.092174,0.392978,0.3870037,0.8341442,10.17576,9.930649,20.64477
3,1.081189,0.3930141,0.3872061,0.8340332,10.17591,9.930624,20.64543
3,1.060171,0.3930986,0.3875887,0.8338156,10.17603,9.93061,20.64601
3,1.047358,0.3933094,0.387613,0.833705,10.17615,9.930566,20.64638
3,1.030026,0.393631,0.387601,0.8335587,10.17625,9.930566,20.64676
3,1.017411,0.393892,0.3875591,0.8334549,10.17634,9.930573,20.64719
3,1.00132,0.3942035,0.387535,0.8333188,10.17638,9.930568,20.64748
3,0.9853634,0.3942557,0.3878256,0.8331589,10.17644,9.930571,20.64803
3,0.9803861,0.3943033,0.3878685,0.8331164,10.17665,9.930585,20.64889
3,0.957975,0.3942593,0.3884483,0.8328671,10.17677,9.930587,20.64939
3,0.9466738,0.3940719,0.3889995,0.8326985,10.17689,9.930614,20.64912
3,0.9373261,0.393956,0.3894091,0.8325619,10.17702,9.930609,20.64956
3,0.9354453,0.393831,0.3896706,0.8324987,10.17697,9.930671,20.64895
3,0.9383693,0.3935237,0.3900879,0.8324485,10.17693,9.930744,20.64849
3,0.9495632,0.3932458,0.3902412,0.832508,10.17691,9.930765,20.64828
3,0.9559301,0.3931329,0.3902478,0.8325582,10.17689,9.930767,20.64815
3,0.9709598,0.3929261,0.3901772,0.8326889,10.17683,9.930772,20.64779
3,0.98437,0.3927283,0.3901092,0.8328141,10.17684,9.930761,20.64792
3,0.9960293,0.3926393,0.3899226,0.8329435,10.17694,9.930732,20.64808
3,1.002296,0.3925953,0.3898239,0.8330104,10.17699,9.930709,20.648
3,1.01375,0.3925004,0.3896622,0.8331307,10.17706,9.930681,20.64815
3,1.015293,0.3925189,0.3895677,0.8331662,10.17696,9.930684,20.64816
3,1.020291,0.3925032,0.389453,0.8332273,10.17708,9.93065,20.64849
3,1.016641,0.3925931,0.3894106,0.8332047,10.177,9.930711,20.64869
3,1.006777,0.3925892,0.3896802,0.8330805,10.17697,9.930766,20.64891
3,1.001515,0.392628,0.3897607,0.8330245,10.17689,9.930765,20.6487
3,0.9859589,0.3927414,0.3900227,0.8328484,10.1769,9.9308,20.64879
3,0.9765865,0.392688,0.3904061,0.832694,10.17684,9.930809,20.64834
3,0.9779881,0.3925835,0.3905425,0.8326793,10.1766,9.930857,20.6481
3,0.9851648,0.3923173,0.3907889,0.8326892,10.17659,9.930825,20.64831
3,1.000538,0.3920111,0.3908857,0.832788,10.17645,9.930822,20.64813
3,1.008718,0.3918705,0.3908939,0.8328502,10.17635,9.930818,20.64808
3,1.026792,0.3915095,0.3909946,0.8329727,10.17636,9.930824,20.64846
3,1.036277,0.3912726,0.3911456,0.8330132,10.17641,9.9308,20.64871
3,1.061831,0.3907532,0.391342,0.8331648,10.17643,9.93078,20.64881
3,1.06936,0.3906314,0.3913318,0.8332266,10.17648,9.930721,20.64904
3,1.08137,0.3904512,0.3913067,0.8333228,10.17652,9.930625,20.6487
3,1.097179,0.3901949,0.3913029,0.8334446,10.17653,9.930515,20.6486
3,1.105884,0.3900966,0.3912236,0.8335279,10.1762,9.930659,20.64782
3,1.108711,0.3900554,0.391206,0.8335555,10.17616,9.930687,20.64783
3,1.111884,0.3899956,0.3912227,0.8335756,10.17592,9.930808,20.64728
3,1.114345,0.3899359,0.3912891,0.8335724,10.17569,9.930893,20.64647
3,1.111708,0.3899535,0.3913713,0.8335255,10.17551,9.930991,20.64579
3,1.106591,0.3899536,0.3915623,0.8334358,10.1754,9.931064,20.64537
3,1.099851,0.3900025,0.3917277,0.8333351,10.17517,9.931161,20.64458
3,1.093785,0.3900689,0.3918053,0.8332676,10.17514,9.931212,20.64434
3,1.090201,0.3900146,0.392075,0.8331662,10.17506,9.931292,20.64412
3,1.0772,0.3901068,0.3923512,0.832993,10.17533,9.931283,20.64479
3,1.070641,0.3901577,0.3924855,0.8329058,10.17528,9.931315,20.64468
3,1.062568,0.3902249,0.3926502,0.8327967,10.17565,9.931062,20.64521
3,1.058139,0.3903072,0.3926193,0.8327728,10.17576,9.931003,20.6455
3,1.064408,0.3902082,0.3926012,0.8328276,10.17589,9.930939,20.64593
3,1.067529,0.3901645,0.3925698,0.8328629,10.17584,9.930884,20.646
3,1.084983,0.389712,0.3930132,0.8328656,10.17591,9.930851,20.64634
3,1.099673,0.3893649,0.3933073,0.8328892,10.17596,9.930791,20.64671
3,1.109064,0.3891139,0.3935884,0.8328737,10.17606,9.930714,20.64731
3,1.1196,0.3888099,0.3939973,0.8328223,10.17611,9.930642,20.64772
3,1.127438,0.3886467,0.3941089,0.8328457,10.17622,9.930579,20.64825
3,1.134359,0.3884704,0.394317,0.8328294,10.17627,9.930561,20.64848
3,1.139179,0.3884045,0.394352,0.8328435,10.17581,9.930596,20.64666
3,1.140724,0.3883653,0.3944121,0.8328334,10.1757,9.93059,20.64637
3,1.138664,0.388377,0.3944403,0.8328146,10.17574,9.930706,20.64688
3,1.139179,0.3883768,0.3944426,0.8328136,10.17556,9.930677,20.64625
3,1.1366,0.3884386,0.3943941,0.8328078,10.1754,9.930637,20.64559
3,1.126744,0.3886339,0.3942401,0.8327895,10.17535,9.930638,20.64559
3,1.121172,0.3887905,0.3940681,0.8327979,10.17508,9.930748,20.64435
3,1.11452,0.3889215,0.394013,0.8327628,10.17473,9.930943,20.64319
3,1.101096,0.3891633,0.3939335,0.8326874,10.17472,9.930901,20.64303
3,1.094143,0.389283,0.3939203,0.8326377,10.17455,9.930909,20.64231
3,1.080646,0.3894736,0.3940034,0.8325093,10.17453,9.930939,20.64226
3,1.068079,0.3896464,0.3941123,0.8323768,10.17443,9.930943,20.64192
3,1.052019,0.3898851,0.3941656,0.8322398,10.17448,9.930926,20.64205
3,1.036465,0.3901098,0.3942252,0.8321063,10.17475,9.930891,20.64286
3,1.030596,0.3901924,0.3942381,0.8320615,10.1747,9.930917,20.6427
3,1.025838,0.3902649,0.394248,0.8320227,10.17491,9.930903,20.64345
3,1.023547,0.3902836,0.3942796,0.8319991,10.1751,9.930878,20.64417
3,1.022016,0.3902754,0.3943632,0.8319632,10.17522,9.930915,20.64482
3,1.023738,0.3902229,0.3944389,0.8319519,10.17538,9.930863,20.64543
3,1.033251,0.390066,0.394446,0.8320222,10.17547,9.930849,20.64588
3,1.043427,0.3899185,0.3943904,0.8321177,10.17545,9.930797,20.64589
3,1.046611,0.3898756,0.3943344,0.8321643,10.17556,9.930729,20.64638
3,1.057399,0.3897499,0.3941782,0.8322972,10.17577,9.930668,20.64691
3,1.059248,0.3897296,0.3941398,0.8323249,10.17563,9.930781,20.64672
3,1.067712,0.3896047,0.394102,0.8324012,10.17557,9.93084,20.64661
3,1.061094,0.3896667,0.3942777,0.832289,10.17545,9.930837,20.64618
3,1.055732,0.3897251,0.394388,0.8322094,10.17539,9.93079,20.64561
3,1.011817,0.3902632,0.3949687,0.8316816,10.17536,9.930884,20.64545
4,3.619797,-0.4606314,0.04933419,0.8862194,-9.822044,-0.06805512,20.65226
4,3.645669,-0.460734,0.04979559,0.8861403,-9.822084,-0.06811946,20.65196
4,3.719786,-0.4601002,0.05173972,0.8863582,-9.82161,-0.06830653,20.65317
4,3.765668,-0.4600265,0.05271415,0.8863391,-9.821499,-0.06840528,20.65327
4,3.786101,-0.4599071,0.05320856,0.8863715,-9.821473,-0.06852633,20.65275
4,3.830219,-0.4602256,0.05385761,0.8861669,-9.821038,-0.06871618,20.65293
4,3.898677,-0.4601827,0.05527325,0.886102,-9.821158,-0.06872199,20.65216
4,3.95864,-0.4597932,0.05671876,0.8862129,-9.821106,-0.06867318,20.65246
4,3.98138,-0.4598393,0.05715191,0.8861611,-9.821325,-0.06865303,20.65176
4,4.069579,-0.460396,0.05853532,0.8857816,-9.821226,-0.0686436,20.65215
4,4.113232,-0.4598004,0.05977203,0.8860084,-9.821282,-0.06859639,20.65201
4,4.126589,-0.4594408,0.06025224,0.8861624,-9.82132,-0.06855071,20.652
4,4.132233,-0.459621,0.06026315,0.8860682,-9.821467,-0.06849119,20.65162
4,4.219465,-0.4600818,0.06169759,0.8857303,-9.821659,-0.06849026,20.65114
4,4.254687,-0.4602355,0.06231537,0.8856072,-9.822031,-0.06838524,20.64992
4,4.258092,-0.4600633,0.0624869,0.8856845,-9.822025,-0.06833261,20.64974
4,4.325494,-0.4595756,0.06409711,0.8858227,-9.822349,-0.06827827,20.64832
4,4.346543,-0.4592896,0.06467729,0.8859289,-9.822596,-0.06828104,20.64731
4,4.340275,-0.4593544,0.06457203,0.8859029,-9.823231,-0.06807226,20.64408
4,4.288478,-0.45919,0.06372308,0.8860496,-9.823854,-0.06780937,20.64088
4,4.292495,-0.4593125,0.06375379,0.8859839,-9.824197,-0.06775222,20.63936
4,4.294868,-0.459831,0.06353743,0.8857305,-9.824575,-0.06754158,20.63771
4,4.298241,-0.460037,0.06350698,0.8856257,-9.8249,-0.06743692,20.63632
4,4.31098,-0.4602643,0.0636415,0.8854979,-9.82514,-0.06733099,20.63534
4,4.307481,-0.460368,0.06352794,0.8854522,-9.82533,-0.06728087,20.63446
4,4.310708,-0.4604037,0.06358078,0.8854298,-9.825501,-0.06726862,20.63366
4,4.306389,-0.46028,0.06357212,0.8854947,-9.825581,-0.06726664,20.63352
4,4.304615,-0.4602361,0.06356791,0.8855179,-9.825598,-0.06716871,20.63362
4,4.20589,-0.4596544,0.06200677,0.8859307,-9.825747,-0.06715852,20.6328
4,4.162642,-0.4595473,0.0612398,0.8860395,-9.825829,-0.06708127,20.63246
4,4.12526,-0.4587778,0.06097265,0.8864565,-9.825952,-0.06701916,20.6319
4,4.063415,-0.4586804,0.05982169,0.8865854,-9.825815,-0.0670836,20.63256
4,4.054488,-0.4585421,0.0597214,0.8866637,-9.825693,-0.06704222,20.63323
4,4.046221,-0.4583214,0.0596652,0.8867816,-9.825366,-0.06713275,20.63463
4,4.033569,-0.4581373,0.05951509,0.8868867,-9.82517,-0.06712802,20.63551
4,4.006191,-0.4580161,0.05903311,0.8869816,-9.824842,-0.06724062,20.63655
4,4.002865,-0.4577407,0.0591165,0.8871182,-9.82469,-0.06725425,20.63732
4,4.013175,-0.4575714,0.05940445,0.8871863,-9.824629,-0.06728653,20.63782
4,4.02,-0.4575591,0.05954241,0.8871834,-9.824701,-0.06729958,20.63787
4,4.020439,-0.4577386,0.05946338,0.8870961,-9.824944,-0.06723536,20.63716
4,4.056855,-0.4583175,0.05982196,0.886773,-9.824671,-0.0672181,20.63828
4,3.886704,-0.4604495,0.055179,0.8859693,-9.825038,-0.06713528,20.63728
4,3.854071,-0.4610178,0.0541435,0.8857375,-9.825171,-0.0670849,20.63721
4,3.776417,-0.462061,0.05181819,0.8853331,-9.825298,-0.06705742,20.63713
4,3.745229,-0.4627011,0.05069844,0.8850635,-9.825466,-0.06701189,20.63684
4,3.753376,-0.4643173,0.04959544,0.8842792,-9.825642,-0.06699203,20.63626
4,3.771228,-0.4656869,0.04886941,0.8835992,-9.826064,-0.06709972,20.63326
4,3.783721,-0.4660761,0.04878223,0.8833987,-9.825971,-0.06741986,20.6334
4,3.784031,-0.4662859,0.04860693,0.8832977,-9.826029,-0.06762624,20.63277
4,3.799008,-0.4664641,0.04876635,0.8831948,-9.825932,-0.0679417,20.63231
4,3.802203,-0.4655679,0.04962173,0.8836199,-9.826024,-0.06808571,20.63165
4,3.780148,-0.4655303,0.04917895,0.8836645,-9.826051,-0.06821037,20.63115
4,3.795192,-0.4654417,0.04959201,0.8836882,-9.826177,-0.06834435,20.63023
4,3.890632,-0.4673007,0.05005221,0.8826805,-9.826178,-0.06842865,20.62983
4,3.924109,-0.4673996,0.05069328,0.8825915,-9.82612,-0.06851362,20.6296
4,3.963435,-0.4678546,0.05114178,0.8823245,-9.826025,-0.06856484,20.62971
4,3.999684,-0.467755,0.05202249,0.8823259,-9.82602,-0.06861296,20.62928
4,4.029974,-0.4677919,0.05264482,0.8822694,-9.826025,-0.06863614,20.62918
4,4.067172,-0.4678182,0.05341839,0.882209,-9.825968,-0.06861003,20.62957
4,4.108992,-0.467601,0.05450342,0.8822577,-9.826021,-0.06861118,20.6289
4,4.183479,-0.4683295,0.05549266,0.8818095,-9.826046,-0.06859835,20.62857
4,4.199133,-0.4682585,0.05586205,0.8818239,-9.825834,-0.06856783,20.62989
4,4.039294,-0.4586699,0.05932002,0.8866245,-9.825829,-0.06863061,20.62969
4,4.253029,-0.4544533,0.06555618,0.888355,-9.825779,-0.068552,20.63031
4,4.263516,-0.4537881,0.06605498,0.888658,-9.825788,-0.06844841,20.63032
