k,theta,eyevectorX,eyevectorY,eyevectorZ,truthvectorX,truthvectorY,truthvectorZ
4,4.294822,-0.4486173,0.06864467,0.8910838,-9.825907,-0.06844483,20.6296
4,4.302112,-0.4485765,0.06878625,0.8910934,-9.825736,-0.06834942,20.63082
4,4.280021,-0.4486124,0.06837939,0.8911067,-9.825839,-0.06837347,20.63027
4,4.280433,-0.4485876,0.06838996,0.8911183,-9.825666,-0.06836677,20.63108
4,4.275122,-0.4487071,0.06825184,0.8910688,-9.825571,-0.0682722,20.63164
4,4.237852,-0.4490397,0.06746796,0.8909609,-9.825652,-0.06825341,20.63138
4,4.22313,-0.4491515,0.06715866,0.890928,-9.82566,-0.06831235,20.63141
4,4.184228,-0.4495726,0.06631917,0.8907785,-9.826118,-0.06827762,20.62972
4,4.166216,-0.4497791,0.06591686,0.890704,-9.826166,-0.06832816,20.62963
4,4.164524,-0.4501543,0.06574503,0.8905272,-9.826187,-0.06827761,20.62972
4,4.162878,-0.450191,0.0657087,0.8905113,-9.8263,-0.0682369,20.6293
4,4.135123,-0.4512225,0.06480465,0.8900554,-9.826432,-0.068247,20.62869
4,4.128867,-0.45134,0.06462753,0.8900087,-9.826185,-0.06831654,20.62985
4,4.110993,-0.4516996,0.0641524,0.8898606,-9.826145,-0.06827321,20.63011
4,4.087489,-0.4514562,0.06381445,0.8900084,-9.826068,-0.06829569,20.63065
4,4.086147,-0.4514164,0.06379931,0.8900297,-9.825885,-0.06827719,20.63151
4,4.061823,-0.4509473,0.06354182,0.8902859,-9.825859,-0.06831648,20.63159
4,4.051251,-0.4509296,0.0633492,0.8903086,-9.825774,-0.06833966,20.63205
4,4.062499,-0.4509635,0.06353609,0.8902781,-9.82562,-0.0683104,20.63285
4,4.060763,-0.4511217,0.06343444,0.8902052,-9.825528,-0.06831418,20.63329
4,4.061631,-0.4510616,0.06346218,0.8902336,-9.825256,-0.06835079,20.63462
4,4.094382,-0.4504546,0.06429397,0.8904813,-9.824961,-0.0683105,20.63596
4,4.090267,-0.4503627,0.06424401,0.8905314,-9.824744,-0.06832043,20.63702
4,4.103078,-0.4503874,0.06446049,0.8905033,-9.824571,-0.06830196,20.63809
4,4.102887,-0.4503347,0.06445639,0.8905302,-9.824147,-0.06833128,20.64039
4,4.110279,-0.4503297,0.06458095,0.8905237,-9.823912,-0.06834672,20.64163
4,4.12374,-0.4504223,0.06478227,0.8904622,-9.82379,-0.06833594,20.64245
4,4.049994,-0.4510085,0.06319111,0.8902799,-9.823751,-0.06836958,20.64286
4,4.07333,-0.4514983,0.0634075,0.8900162,-9.82362,-0.06838897,20.64384
4,4.069867,-0.4515691,0.06330792,0.8899873,-9.823547,-0.06841455,20.64416
4,4.063029,-0.4518103,0.0630755,0.8898814,-9.823485,-0.0684485,20.64452
4,4.053474,-0.4518839,0.06286687,0.8898588,-9.823482,-0.06850667,20.64429
4,4.043219,-0.4522133,0.06252719,0.8897154,-9.823413,-0.06856002,20.64452
4,4.048059,-0.4526796,0.06241511,0.8894861,-9.823648,-0.06865395,20.64351
4,4.035122,-0.4534814,0.06181144,0.8891198,-9.823802,-0.06870822,20.64288
4,3.948784,-0.4535966,0.06014372,0.8891754,-9.823873,-0.06873938,20.64257
4,3.947147,-0.453687,0.06007247,0.8891341,-9.823951,-0.06880894,20.64213
4,3.974685,-0.4537832,0.06054642,0.8890528,-9.824073,-0.0689107,20.64122
4,3.985509,-0.4538821,0.06070244,0.8889917,-9.824081,-0.06895301,20.64082
4,4.012296,-0.4538076,0.06123855,0.8889929,-9.824005,-0.06898902,20.64079
4,4.177483,-0.4540423,0.0642143,0.8886631,-9.824039,-0.06908502,20.64021
4,4.235171,-0.4531075,0.0657035,0.8890313,-9.824031,-0.06912999,20.63994
4,4.277916,-0.4544435,0.06589822,0.8883348,-9.824003,-0.06916506,20.63972
4,4.242979,-0.4544529,0.06523985,0.8883784,-9.823895,-0.06917793,20.63986
4,4.241733,-0.4542538,0.0653075,0.8884754,-9.823812,-0.06916744,20.63986
4,4.242517,-0.4536558,0.06559381,0.8887597,-9.823789,-0.06915021,20.63971
4,4.247223,-0.4535147,0.0657364,0.8888212,-9.823609,-0.06922258,20.64007
4,4.126589,-0.4490686,0.0653242,0.8911062,-9.823609,-0.06923369,20.63992
4,4.11085,-0.4486621,0.06518724,0.8913209,-9.823637,-0.06919758,20.63984
4,4.081591,-0.446581,0.065368,0.8923522,-9.823708,-0.06918226,20.63968
4,4.039924,-0.446131,0.06476583,0.8926212,-9.823833,-0.06917118,20.63916
4,3.85727,-0.4395867,0.06320146,0.8959739,-9.823815,-0.06914512,20.63943
4,3.785014,-0.4384619,0.06214319,0.8965988,-9.82392,-0.06916643,20.63921
4,3.787238,-0.4378408,0.06229441,0.8968918,-9.824034,-0.06911859,20.6388
4,3.792663,-0.4378049,0.06240006,0.896902,-9.824127,-0.06904979,20.6384
4,3.77128,-0.437061,0.06214729,0.8972822,-9.824209,-0.0690089,20.63798
4,3.719733,-0.4360799,0.06139445,0.8978113,-9.824532,-0.06895448,20.63609
4,3.713675,-0.435206,0.06140767,0.8982342,-9.824831,-0.06885283,20.63452
4,3.662067,-0.4340114,0.0606365,0.8988645,-9.824907,-0.06878427,20.63437
4,3.619797,-0.4312746,0.06009281,0.9002173,-9.824907,-0.06866162,20.63463
4,3.616388,-0.4295847,0.06007631,0.901026,-9.824919,-0.06863511,20.63465
4,3.590578,-0.4287421,0.059631,0.9014568,-9.825034,-0.06857604,20.63423
4,3.534409,-0.4272411,0.05861742,0.9022356,-9.825207,-0.06853402,20.63372
4,3.469046,-0.4254633,0.05738259,0.9031546,-9.825123,-0.06839336,20.63453
4,3.433534,-0.4245192,0.05667722,0.9036433,-9.825193,-0.0684066,20.63436
4,3.306774,-0.4215291,0.05405155,0.9052026,-9.825624,-0.06830896,20.63288
4,3.281277,-0.4206455,0.05344603,0.9056494,-9.825664,-0.0682198,20.63295
4,3.255941,-0.4200318,0.05288147,0.9059674,-9.825614,-0.06816377,20.63346
4,3.253775,-0.4200653,0.05284576,0.9059539,-9.825766,-0.06817602,20.63268
4,3.172743,-0.4203299,0.05145895,0.905911,-9.825763,-0.06811367,20.63288
4,2.922484,-0.4205755,0.04705457,0.9060365,-9.825717,-0.06808738,20.63332
4,2.924359,-0.4204894,0.04707659,0.9060753,-9.825305,-0.06815037,20.63526
4,2.90468,-0.4211727,0.04687035,0.9057686,-9.825331,-0.06811478,20.63526
4,2.914636,-0.4210124,0.04702412,0.9058352,-9.825191,-0.06799465,20.63613
4,2.943242,-0.420843,0.04750803,0.9058886,-9.824902,-0.06803363,20.6381
4,2.917792,-0.4215421,0.04719948,0.9055797,-9.824702,-0.06806545,20.63952
4,2.927236,-0.4214795,0.04736121,0.9056004,-9.824459,-0.06803475,20.64084
4,3.02983,-0.4208376,0.04906398,0.9058083,-9.824297,-0.06803313,20.64168
4,3.049408,-0.4205503,0.04936304,0.9059254,-9.82403,-0.06802743,20.64321
4,3.044461,-0.4207772,0.04931732,0.9058225,-9.824059,-0.06806173,20.64297
4,3.03738,-0.4208892,0.04920975,0.9057763,-9.824094,-0.06809885,20.64281
4,3.064202,-0.4205528,0.04961224,0.9059106,-9.824183,-0.06821766,20.64207
4,3.051783,-0.4206912,0.04941309,0.9058572,-9.824336,-0.06825136,20.64138
4,3.03854,-0.4208414,0.04920742,0.9057987,-9.824344,-0.06826597,20.64156
4,3.029313,-0.4209536,0.0490516,0.905755,-9.824616,-0.06842513,20.63987
4,2.98485,-0.4200007,0.04805258,0.9062507,-9.824701,-0.0684767,20.63905
4,2.935583,-0.4149685,0.04568448,0.9086881,-9.824851,-0.06858883,20.63815
4,2.924225,-0.4146369,0.04533906,0.9088567,-9.824999,-0.06867183,20.63689
4,2.901038,-0.4125797,0.04406413,0.9098551,-9.825021,-0.06873859,20.63648
4,2.957507,-0.409718,0.04377557,0.9111612,-9.825079,-0.06878552,20.63578
4,2.956316,-0.4097327,0.04374842,0.9111559,-9.825155,-0.06883109,20.63497
4,2.917523,-0.4103727,0.04333989,0.9108875,-9.824819,-0.06887846,20.63616
4,2.876712,-0.4095416,0.0421088,0.9113191,-9.824777,-0.0689021,20.63598
4,2.874193,-0.4094423,0.04200463,0.9113685,-9.82465,-0.06899902,20.63605
4,2.90946,-0.4073487,0.04150194,0.9123292,-9.824561,-0.06908894,20.63601
4,2.926902,-0.407114,0.0417061,0.9124247,-9.824491,-0.06918074,20.63595
4,2.931646,-0.4067875,0.04159616,0.9125754,-9.824492,-0.06922279,20.63571
4,2.931112,-0.4066603,0.04150153,0.9126363,-9.824502,-0.06922813,20.63541
4,2.993821,-0.4047596,0.04154943,0.9134787,-9.82448,-0.06925074,20.63538
4,3.082229,-0.4022172,0.04159821,0.9145988,-9.824526,-0.06927729,20.63541
4,3.088574,-0.4020394,0.04159748,0.914677,-9.824527,-0.06928749,20.6353
4,3.11772,-0.4008981,0.04136176,0.9151885,-9.824468,-0.06923453,20.63594
4,3.100846,-0.4016772,0.0416034,0.9148358,-9.824509,-0.06917159,20.63614
4,3.124933,-0.4015288,0.04200745,0.9148825,-9.824539,-0.06916238,20.63622
4,3.104821,-0.4023508,0.04219232,0.9145128,-9.824537,-0.06916403,20.63642
4,3.106775,-0.4024077,0.04228563,0.9144835,-9.824419,-0.06913567,20.63689
4,3.106712,-0.4025222,0.04235362,0.9144299,-9.824594,-0.06911229,20.63616
4,3.072241,-0.4029357,0.04194399,0.9142666,-9.824412,-0.06905388,20.63712
4,3.064138,-0.4029841,0.04179614,0.9142521,-9.824668,-0.06896037,20.63625
4,2.93505,-0.4043789,0.04007884,0.913713,-9.824715,-0.06897087,20.63623
4,2.932848,-0.4045079,0.04012196,0.913654,-9.824827,-0.06889834,20.63604
4,2.931179,-0.4045829,0.04012616,0.9136206,-9.824989,-0.0689223,20.63543
4,2.902185,-0.4051172,0.03990099,0.9133937,-9.825,-0.06891669,20.63576
4,2.897595,-0.4052205,0.0398657,0.9133493,-9.825159,-0.06890432,20.63514
4,2.886969,-0.4052939,0.03969654,0.9133242,-9.825147,-0.06889378,20.63531
4,2.876167,-0.4053777,0.03954146,0.9132937,-9.825008,-0.06893073,20.63589
4,2.854785,-0.4055022,0.03921235,0.9132527,-9.824471,-0.06896334,20.63751
4,2.827986,-0.4052036,0.03844683,0.9134177,-9.824449,-0.0689707,20.6377
4,2.779603,-0.4047567,0.03712106,0.9136707,-9.824054,-0.06911401,20.63933
4,2.774105,-0.4041958,0.03659185,0.9139403,-9.823788,-0.06917223,20.64044
4,2.769303,-0.4041609,0.03647213,0.9139605,-9.823626,-0.0692431,20.64117
4,2.751788,-0.4041331,0.03611999,0.9139867,-9.823095,-0.06926775,20.64365
4,2.700014,-0.4042228,0.03510244,0.9139867,-9.822694,-0.06931654,20.64557
4,2.710072,-0.4038865,0.03510728,0.9141353,-9.822168,-0.06932542,20.6484
4,2.714114,-0.4035004,0.03489629,0.9143138,-9.821987,-0.06934793,20.64938
4,2.674739,-0.4022426,0.03298093,0.9149389,-9.821418,-0.06927418,20.65194
4,2.699506,-0.3989874,0.03031828,0.916455,-9.82134,-0.06926677,20.65255
4,2.736881,-0.3978561,0.03002721,0.9169563,-9.821122,-0.06924213,20.65398
4,2.830131,-0.3955769,0.02975114,0.9179509,-9.820971,-0.06922347,20.65489
4,2.965373,-0.3913347,0.02782553,0.9198276,-9.820699,-0.06916908,20.65619
4,2.981634,-0.3909093,0.02772309,0.9200116,-9.820481,-0.06914097,20.65753
4,2.995194,-0.3904876,0.02754449,0.9201961,-9.820178,-0.06912072,20.65894
4,2.956713,-0.3906525,0.02664303,0.9201525,-9.820083,-0.06909522,20.65931
4,2.95108,-0.3906132,0.02643605,0.9201753,-9.819913,-0.0691044,20.66006
4,2.950881,-0.3905649,0.02632602,0.9201989,-9.819971,-0.06918451,20.65936
4,3.012724,-0.3883059,0.02452751,0.9212041,-9.819921,-0.06921577,20.65965
4,3.010969,-0.3881701,0.02417896,0.9212705,-9.820111,-0.06928551,20.65882
4,3.005633,-0.3882411,0.02409733,0.9212428,-9.820258,-0.06932317,20.6583
4,3.000614,-0.388131,0.02370139,0.9212994,-9.820309,-0.06938972,20.65793
4,3.104317,-0.3862765,0.02381963,0.9220755,-9.820386,-0.06945463,20.65736
4,3.139745,-0.3853963,0.02331812,0.9224565,-9.820467,-0.06950532,20.65605
4,3.160007,-0.3851143,0.02344133,0.9225712,-9.820582,-0.06954448,20.65463
4,3.168853,-0.3850249,0.02356024,0.9226054,-9.820603,-0.06959406,20.65394
4,3.177367,-0.3849388,0.02366763,0.9226386,-9.820667,-0.0696407,20.65311
4,3.183584,-0.3848662,0.02368421,0.9226685,-9.820835,-0.06970328,20.65177
4,3.203324,-0.3845508,0.02373686,0.9227986,-9.820952,-0.06972285,20.65075
4,3.319361,-0.3827846,0.02443023,0.9235145,-9.821056,-0.06972569,20.64979
4,3.362841,-0.3818839,0.02415838,0.9238945,-9.82123,-0.06974265,20.64888
4,3.369704,-0.3816377,0.02389298,0.9240031,-9.821232,-0.06973264,20.64861
4,3.448385,-0.3804737,0.02445522,0.9244683,-9.82125,-0.06970774,20.64861
4,3.468369,-0.3802475,0.02474628,0.9245536,-9.821304,-0.06965102,20.64861
4,3.475418,-0.3801838,0.02492756,0.924575,-9.821184,-0.06957839,20.64939
4,3.481497,-0.3801438,0.02510335,0.9245867,-9.821009,-0.06954961,20.64972
4,3.525812,-0.3796642,0.02584585,0.9247633,-9.82089,-0.0694536,20.65083
4,3.543261,-0.3795042,0.02618725,0.9248193,-9.820816,-0.06944202,20.65104
4,3.569632,-0.3792387,0.02660186,0.9249164,-9.821098,-0.06925566,20.65052
4,3.659446,-0.3781402,0.0277294,0.925333,-9.821073,-0.06921617,20.65045
4,3.683711,-0.3779243,0.02821974,0.9254063,-9.820979,-0.06912556,20.651
5,5.616706,0.02127087,0.09367789,0.9953753,0.177355,-0.06981748,20.6471
5,5.614612,0.02115434,0.09365651,0.9953799,0.177192,-0.06977961,20.64728
5,5.601542,0.02062614,0.09349971,0.9954057,0.1770726,-0.06968454,20.64815
5,5.605879,0.0204201,0.09360711,0.9953998,0.1769956,-0.0695322,20.64876
5,5.600737,0.01986747,0.09358616,0.9954129,0.1770255,-0.06947695,20.64899
5,5.651942,0.01944996,0.09453629,0.9953314,0.1770942,-0.06934743,20.6494
5,5.639966,0.01876486,0.09440253,0.9953572,0.1771871,-0.06933185,20.64958
5,5.650243,0.018856,0.09457338,0.9953393,0.1772655,-0.06932485,20.64972
5,5.667698,0.01907203,0.09485628,0.9953083,0.1773708,-0.06932218,20.64994
5,5.647051,0.01909703,0.09449255,0.9953424,0.1773441,-0.06931155,20.64988
5,5.643579,0.01914627,0.09442881,0.9953475,0.1774095,-0.06929474,20.65005
5,5.651006,0.01934351,0.09453685,0.9953334,0.1773282,-0.06927096,20.64974
5,5.665831,0.0200387,0.09472103,0.9953021,0.1770132,-0.0691427,20.64887
5,5.676405,0.02023544,0.09488431,0.9952826,0.1765059,-0.06905258,20.64769
5,5.674023,0.02025294,0.09484195,0.9952863,0.1759254,-0.0689464,20.64598
5,5.67896,0.02026868,0.09493076,0.9952775,0.1757156,-0.06884261,20.64555
5,5.691095,0.0202384,0.09514896,0.9952573,0.1756153,-0.06877562,20.64535
5,5.706057,0.02087517,0.09533886,0.995226,0.1753303,-0.06860712,20.64466
5,5.729298,0.02084161,0.09575232,0.995187,0.1752052,-0.06853808,20.64442
5,5.784758,0.02088391,0.09672146,0.9950923,0.1751282,-0.06845374,20.64468
5,5.797652,0.02119765,0.09691329,0.9950671,0.1749074,-0.06829468,20.64408
5,5.825174,0.02150989,0.09735568,0.9950172,0.1748433,-0.0682935,20.64404
5,5.865815,0.02220643,0.09796855,0.9949417,0.1747769,-0.06840426,20.64375
5,5.89099,0.02252206,0.09836549,0.9948955,0.1747269,-0.06842183,20.64367
5,5.901595,0.02229295,0.09858217,0.9948792,0.1746296,-0.06840657,20.64344
5,5.90475,0.02208295,0.09866576,0.9948756,0.1746948,-0.0684558,20.64359
5,5.918345,0.02190741,0.09892751,0.9948534,0.1746894,-0.06844196,20.64348
5,5.926322,0.02196188,0.09905984,0.9948391,0.1746321,-0.06842905,20.64331
5,5.931149,0.02201779,0.09913251,0.9948306,0.1746161,-0.06849898,20.64318
5,6.024117,0.02380206,0.1005099,0.9946513,0.1747012,-0.06857451,20.64344
5,6.01138,0.02372051,0.100298,0.9946747,0.1746853,-0.06857967,20.64333
5,6.016922,0.02363288,0.1004056,0.9946659,0.1746565,-0.06862351,20.64307
5,6.030882,0.02394041,0.1006031,0.9946386,0.1745815,-0.06865989,20.64276
5,6.016531,0.02461382,0.1002495,0.9946579,0.174576,-0.06862358,20.6426
5,6.017899,0.02476411,0.1002503,0.9946541,0.1746449,-0.06863252,20.64286
5,6.025386,0.02498568,0.1003457,0.9946389,0.1745639,-0.06862388,20.64268
5,6.03176,0.0254265,0.1003867,0.9946236,0.1744343,-0.06862176,20.64224
5,6.024833,0.02548894,0.1002544,0.9946353,0.1744544,-0.06862488,20.64235
5,6.006487,0.02533045,0.09995778,0.9946692,0.1743403,-0.06857963,20.64204
5,5.986218,0.02549782,0.09957454,0.9947034,0.1744801,-0.06857973,20.64259
5,5.969035,0.02593682,0.09919913,0.9947295,0.1743947,-0.06854703,20.64258
5,5.921424,0.02601335,0.09834991,0.9948119,0.1743498,-0.06849104,20.64262
5,5.915098,0.02602971,0.09823643,0.9948226,0.1744036,-0.06846208,20.64315
5,5.783131,0.02858087,0.09542003,0.9950267,0.1744051,-0.06852004,20.64333
5,5.771426,0.02850546,0.09522763,0.9950473,0.1743576,-0.06851931,20.64309
5,5.757928,0.02828674,0.09503024,0.9950724,0.1744639,-0.06860072,20.64329
5,5.760617,0.02752704,0.09522788,0.9950749,0.1744157,-0.06861361,20.64326
5,5.758745,0.02735124,0.09522572,0.9950799,0.1745242,-0.0686751,20.64332
5,5.762249,0.02703907,0.0953465,0.9950768,0.1745935,-0.06871804,20.64313
5,5.774754,0.02695446,0.09558354,0.9950565,0.1745914,-0.06871182,20.6428
5,5.794,0.02696566,0.09591731,0.995024,0.1753637,-0.06895494,20.64433
5,5.851629,0.02708557,0.09691237,0.9949243,0.1756999,-0.06902193,20.64485
5,5.884032,0.02745244,0.09741738,0.994865,0.1758027,-0.06902456,20.64487
5,5.964271,0.02853107,0.09862661,0.9947154,0.1761819,-0.06912637,20.64565
5,6.001492,0.02851488,0.0992894,0.9946499,0.1762044,-0.06909879,20.6455
5,6.009391,0.02881484,0.09937042,0.9946332,0.1763053,-0.06912261,20.64552
5,6.012196,0.02905034,0.09937303,0.9946261,0.1763615,-0.06913609,20.64555
5,6.022393,0.0291913,0.09952774,0.9946065,0.1763393,-0.06908755,20.6456
5,6.02633,0.0293646,0.09956325,0.9945979,0.1764593,-0.06909037,20.64656
5,6.032475,0.02948156,0.09965201,0.9945855,0.1762145,-0.06895701,20.64629
5,6.131941,0.02899493,0.1015158,0.9944113,0.176014,-0.06879959,20.64564
5,6.151413,0.02902694,0.1018552,0.9943756,0.175771,-0.06872752,20.64509
5,6.166723,0.02855408,0.1022201,0.9943519,0.1756579,-0.06864597,20.645
5,6.167709,0.02864303,0.1022219,0.9943491,0.1755446,-0.0685891,20.64479
5,6.179078,0.02864032,0.1024274,0.9943281,0.1755271,-0.06849418,20.645
5,6.181584,0.02848257,0.1025027,0.9943249,0.175403,-0.06847765,20.6447
5,6.207631,0.02753953,0.1031376,0.9942858,0.1753432,-0.06842638,20.64462
5,6.270354,0.02658758,0.1044087,0.994179,0.1751273,-0.06836292,20.64384
5,6.289586,0.02647309,0.10477,0.9941441,0.1751115,-0.06827612,20.64403
5,6.3114,0.02611228,0.1052106,0.9941071,0.1750798,-0.06831796,20.64337
5,6.412826,0.02472589,0.1072088,0.9939291,0.1751717,-0.06830383,20.64352
5,6.467568,0.02412525,0.1082568,0.9938302,0.1750337,-0.06824187,20.64298
5,6.473175,0.02413677,0.108352,0.9938195,0.1748939,-0.06823796,20.64219
5,6.444668,0.0244179,0.1078099,0.9938716,0.1748262,-0.06829358,20.64121
5,6.426021,0.02433931,0.1074946,0.9939077,0.1747817,-0.0682736,20.64102
5,6.386537,0.02431647,0.1067994,0.9939832,0.1746764,-0.06838148,20.64
5,6.281538,0.02385201,0.1050209,0.9941839,0.1746015,-0.06847408,20.63944
5,6.282319,0.02402075,0.1050086,0.9941812,0.1746076,-0.06851496,20.63871
5,6.283598,0.02405482,0.1050248,0.9941787,0.1745931,-0.06854478,20.6382
5,6.272449,0.02411026,0.1048185,0.9941991,0.1745559,-0.06858288,20.63773
5,6.277916,0.02424996,0.1048914,0.994188,0.1745274,-0.06863414,20.63733
5,6.263221,0.02424829,0.1046305,0.9942155,0.1745148,-0.06870674,20.63674
5,6.172665,0.0228196,0.103245,0.9943942,0.1745538,-0.06870869,20.63654
5,6.142578,0.02173357,0.1028601,0.9944584,0.1745968,-0.06871355,20.63644
5,6.140024,0.02236462,0.1027323,0.9944576,0.1746225,-0.06873594,20.63623
5,6.151221,0.02275361,0.1028744,0.9944341,0.174595,-0.06878259,20.63587
5,6.145354,0.02293994,0.102748,0.9944429,0.1746462,-0.06876787,20.6361
5,6.179141,0.02263881,0.1033794,0.9943843,0.1746422,-0.06878101,20.63602
5,6.136159,0.02257115,0.1026357,0.9944629,0.1747063,-0.06879117,20.63618
5,6.125031,0.022467,0.1024524,0.9944842,0.1747216,-0.06883483,20.63617
5,6.11276,0.02226437,0.1022646,0.9945081,0.1747006,-0.06884964,20.63631
5,6.084151,0.02195025,0.1018067,0.994562,0.1747079,-0.06878977,20.63639
5,6.011348,0.02067769,0.1006903,0.9947029,0.1746998,-0.06879116,20.63648
5,6.012717,0.02048955,0.1007355,0.9947022,0.1746995,-0.0688099,20.63663
5,5.987627,0.01977605,0.1003805,0.9947526,0.1748404,-0.06876627,20.638
5,5.962627,0.01971516,0.09995513,0.9947966,0.1748765,-0.06868257,20.63892
5,5.924667,0.01966771,0.09929892,0.9948632,0.1748044,-0.06863769,20.63907
5,5.906874,0.0197185,0.09898542,0.9948936,0.1747078,-0.06858455,20.63907
5,5.905713,0.01977999,0.09895942,0.9948949,0.1747695,-0.06855959,20.63971
5,5.738629,0.01962317,0.09605706,0.9951824,0.1747628,-0.06853723,20.63986
5,5.666868,0.01953854,0.09481443,0.9953032,0.1748153,-0.06850155,20.64058
5,5.664758,0.01955788,0.09477779,0.9953063,0.1748926,-0.06847292,20.6414
5,5.642885,0.02051963,0.09428166,0.9953341,0.1749358,-0.0684508,20.64157
5,5.634613,0.02061802,0.0941278,0.9953466,0.1749389,-0.06840365,20.64198
5,5.532437,0.0209607,0.09229522,0.9955111,0.1749039,-0.06836753,20.64197
5,5.509933,0.02116615,0.09187331,0.9955457,0.1749166,-0.06836749,20.64209
5,5.503278,0.02129046,0.09174073,0.9955553,0.1749698,-0.06838504,20.64232
5,5.470777,0.02203744,0.09106547,0.995601,0.1749803,-0.06838913,20.64255
5,5.466262,0.02263626,0.09089937,0.9956028,0.1749325,-0.06835314,20.64248
5,5.525383,0.02366285,0.09177864,0.9954982,0.174887,-0.06833567,20.6422
5,5.529957,0.02363965,0.09186281,0.995491,0.1749991,-0.06836302,20.64253
5,5.551744,0.02339063,0.09228808,0.9954576,0.175005,-0.06832751,20.64271
5,5.554955,0.0234246,0.09233896,0.9954521,0.1750416,-0.06834886,20.64275
5,5.562747,0.02510179,0.09219676,0.9954244,0.1748951,-0.06833763,20.64213
5,5.554461,0.02559772,0.09195945,0.9954337,0.1750754,-0.0684259,20.64253
5,5.552274,0.02568942,0.09190573,0.9954363,0.1749918,-0.06840868,20.64241
5,5.505949,0.02613099,0.09100472,0.9955076,0.1748897,-0.06839219,20.64205
5,5.519634,0.02703942,0.09107466,0.9954769,0.1748893,-0.06833375,20.64229
5,5.518853,0.02726192,0.09101447,0.9954764,0.1748744,-0.06838666,20.64202
5,5.507834,0.0276081,0.09074876,0.9954911,0.1749348,-0.06841176,20.64214
5,5.41012,0.02619418,0.08929242,0.995661,0.1748617,-0.06850127,20.64154
5,5.408634,0.02575666,0.08934864,0.9956673,0.1747667,-0.06849344,20.64133
5,5.398698,0.02570249,0.08917952,0.9956839,0.1748105,-0.06857774,20.64112
5,5.356428,0.02551115,0.08846072,0.9957529,0.1748189,-0.06871875,20.64087
5,5.346541,0.0254025,0.0883058,0.9957695,0.1748146,-0.06873441,20.64108
5,5.332118,0.02532177,0.08806091,0.9957932,0.1749938,-0.06887222,20.64127
5,5.392088,0.02498891,0.08917954,0.9957021,0.174917,-0.06888155,20.64107
5,5.388052,0.02507533,0.0890893,0.995708,0.1749558,-0.06894912,20.64134
5,5.494012,0.02680395,0.09063596,0.9955233,0.1751937,-0.06905811,20.6417
5,5.491336,0.02716017,0.09052154,0.995524,0.1752534,-0.06899097,20.64238
5,5.484872,0.02726139,0.09038616,0.9955336,0.1752516,-0.06900907,20.64247
5,5.486409,0.0273539,0.09039623,0.9955301,0.1753922,-0.06902142,20.64274
5,5.511498,0.02778749,0.09075139,0.9954858,0.1753025,-0.06901384,20.64261
5,5.521906,0.02767915,0.09095749,0.99547,0.1755167,-0.0690745,20.64348
5,5.58374,0.02758379,0.09207333,0.9953701,0.1757123,-0.06909584,20.64458
5,5.628975,0.02713023,0.09296778,0.9952995,0.1757489,-0.06902824,20.64507
5,5.630298,0.02693929,0.09303448,0.9952984,0.1756749,-0.06889089,20.64515
5,5.642433,0.02673553,0.09329371,0.9952796,0.1757461,-0.06877399,20.64582
5,5.64778,0.02667437,0.09340302,0.995271,0.1757782,-0.06873517,20.64605
5,5.704854,0.025966,0.09454411,0.995182,0.1757102,-0.06863028,20.64605
5,5.711344,0.02582758,0.09468763,0.995172,0.1757137,-0.06853948,20.6463
5,5.720327,0.02585295,0.09484618,0.9951562,0.1756205,-0.06844721,20.64627
5,5.713711,0.02565193,0.09476428,0.9951692,0.1753948,-0.06841039,20.64568
5,5.711756,0.02556866,0.09474864,0.9951729,0.1753197,-0.06832784,20.64566
5,5.695158,0.02679508,0.09423196,0.9951897,0.1752451,-0.06833104,20.64551
5,5.694057,0.02670218,0.09422936,0.9951924,0.1751407,-0.06830711,20.64501
5,5.733606,0.0262604,0.0950096,0.9951299,0.1750667,-0.06829942,20.64463
5,5.726423,0.02619248,0.09489208,0.9951429,0.1750993,-0.06833498,20.64459
5,5.725259,0.02622543,0.09486501,0.9951447,0.1751131,-0.06836782,20.64443
5,5.691612,0.02638269,0.09424374,0.9951996,0.1751035,-0.06835573,20.64424
5,5.631794,0.02759502,0.0929538,0.9952879,0.1750294,-0.06831986,20.64389
5,5.635899,0.02800086,0.0929466,0.9952773,0.1749472,-0.06826458,20.64342
5,5.638298,0.02797934,0.09299708,0.9952732,0.1749472,-0.06820419,20.64337
5,5.641912,0.02820382,0.09301764,0.9952649,0.1748497,-0.06812727,20.64317
5,5.642537,0.02825408,0.09302147,0.9952632,0.1748001,-0.06805549,20.64312
5,5.690888,0.02969423,0.09357645,0.9951692,0.1748029,-0.06800473,20.64313
5,5.683617,0.02926514,0.09354238,0.9951851,0.1747883,-0.06795394,20.64329
5,5.664066,0.02973115,0.09309607,0.9952132,0.1747574,-0.06789368,20.64337
5,5.615415,0.02960877,0.09226016,0.9952947,0.1747258,-0.06784741,20.6433
5,5.575943,0.02944798,0.09159084,0.9953612,0.1747175,-0.06788347,20.64336
5,5.561408,0.0294309,0.09133639,0.9953851,0.1746753,-0.06785216,20.64328
5,5.555767,0.02955446,0.09120816,0.9953932,0.1746415,-0.06786228,20.64329
5,5.551991,0.02934765,0.09121943,0.9953983,0.1747273,-0.06719413,20.64376
5,5.558271,0.02889268,0.09144912,0.9953905,0.1747231,-0.06683259,20.64387
