k,theta,eyevectorX,eyevectorY,eyevectorZ,truthvectorX,truthvectorY,truthvectorZ1,2.226774,-0.3726515,0.3897803,0.8421414,-10.02666,9.915539,20.38461
1,2.225192,-0.3726131,0.3899239,0.842092,-10.02663,9.91551,20.38437
1,2.257067,-0.3724938,0.3890508,0.8425484,-10.02656,9.915483,20.38466
1,2.278901,-0.3720377,0.389235,0.8426649,-10.02656,9.915475,20.38456
1,2.304098,-0.3716055,0.389219,0.842863,-10.02638,9.915572,20.38527
1,2.313592,-0.3714516,0.389222,0.8429293,-10.0264,9.915526,20.385
1,2.389091,-0.3701238,0.3893287,0.843464,-10.02628,9.915447,20.38555
1,2.441521,-0.369286,0.38923,0.8438767,-10.02618,9.915392,20.38587
1,2.453517,-0.3691157,0.3891525,0.8439869,-10.02613,9.915333,20.38606
1,2.488842,-0.3688516,0.3884502,0.8444259,-10.02605,9.915292,20.38611
1,2.488056,-0.3686482,0.3888963,0.8443093,-10.02592,9.915294,20.38625
1,2.485065,-0.3687011,0.3888856,0.8442912,-10.02585,9.915281,20.38623
1,2.480571,-0.3687679,0.3888912,0.8442594,-10.02581,9.9153,20.38639
1,2.474251,-0.3685267,0.3896385,0.8440201,-10.02569,9.915375,20.3864
1,2.475911,-0.368389,0.3898805,0.8439685,-10.02563,9.91542,20.3865
1,2.482149,-0.3685748,0.3892246,0.84419,-10.02554,9.915467,20.38657
1,2.61127,-0.3668434,0.3883096,0.8453647,-10.0255,9.915494,20.38663
1,2.652694,-0.3672509,0.3860711,0.8462126,-10.02545,9.915472,20.38668
1,2.732729,-0.367332,0.3834254,0.8473796,-10.02541,9.915478,20.38673
1,2.763288,-0.3671815,0.3827587,0.8477462,-10.02534,9.915678,20.38721
1,2.813134,-0.3673366,0.3810702,0.8484393,-10.02532,9.915805,20.38752
1,2.820292,-0.3673863,0.3807884,0.8485444,-10.02532,9.915986,20.3878
1,2.833725,-0.3673433,0.3804781,0.8487021,-10.02531,9.916006,20.38791
1,2.835382,-0.3674431,0.3802659,0.848754,-10.02532,9.916111,20.38827
1,2.888324,-0.3676357,0.3785564,0.8494346,-10.02531,9.916211,20.38849
1,2.841038,-0.3675714,0.3799109,0.8488575,-10.02532,9.916262,20.38863
1,2.770292,-0.368517,0.3803899,0.8482327,-10.02531,9.916325,20.38885
1,2.895905,-0.3631147,0.3860103,0.8480235,-10.02529,9.916353,20.38906
1,2.915241,-0.3623163,0.3869969,0.8479153,-10.02527,9.916357,20.38922
1,3.004004,-0.3610757,0.3864556,0.8486909,-10.02526,9.916366,20.38929
1,3.135627,-0.3577277,0.3891304,0.8488866,-10.02524,9.916338,20.38938
1,3.204913,-0.3559726,0.3907421,0.8488841,-10.02522,9.916305,20.38955
1,3.225312,-0.3556894,0.3905923,0.8490717,-10.02525,9.916316,20.38979
1,3.222275,-0.3557816,0.3904731,0.8490878,-10.02526,9.916339,20.38985
1,3.219844,-0.3558921,0.3902853,0.8491279,-10.02528,9.916352,20.38989
1,3.211991,-0.356099,0.3900689,0.8491405,-10.02531,9.916364,20.39001
1,3.208576,-0.3561979,0.3899711,0.849144,-10.0254,9.916183,20.38982
1,3.208332,-0.356559,0.3890483,0.8494157,-10.02543,9.916152,20.38969
1,3.018372,-0.3602888,0.3876557,0.8484781,-10.02544,9.916094,20.38964
1,3.012919,-0.3603455,0.3877305,0.8484198,-10.0254,9.916134,20.38968
1,2.956978,-0.3617916,0.3866181,0.848312,-10.02541,9.91605,20.38937
1,2.923556,-0.3624286,0.3864536,0.848115,-10.02539,9.916095,20.38939
1,2.909259,-0.3626794,0.3864484,0.8480102,-10.02544,9.915974,20.38917
1,2.905016,-0.3631169,0.3856983,0.8481645,-10.02546,9.915983,20.38911
1,2.879976,-0.3635333,0.3857023,0.8479843,-10.02543,9.916028,20.38927
